,0
1685,6180.754
1686,4679.9566
1687,4454.0026
1688,5464.6274
1689,5460.9653
1690,4884.5088
1691,5491.5739
1692,4802.0895
1693,5103.1909
1694,5578.779
1695,5073.0409
1696,4893.6944
1697,5709.549
1698,4861.4058
1699,5141.8308
1700,5222.5814
1701,5009.8156
1702,6026.7551
1703,6477.4258
1704,5364.8711
1705,7297.2504
1706,6149.1712
1707,4818.8315
1708,6957.0366
1709,5755.072
1710,5039.0872
1711,6335.6217
1712,5376.2594
1713,4896.1239
1714,6068.4458
1715,5111.113
1716,4756.7159
1717,5424.4692
1718,5270.2331
1719,4463.656
1720,5604.7139
1721,5171.8426
1722,4692.9411
1723,5345.0744
1724,5207.8704
1725,4904.7487
1726,5683.5421
1727,5469.8215
1728,5730.4065
1729,6560.3787
1730,6589.4796
1731,6166.4499
1732,7194.5862
1733,6527.3942
1734,5623.6163
1735,6637.026
1736,6187.6085
1737,4951.286
1738,5552.2268
1739,5853.4859
1740,4788.8047
1741,5328.8996
1742,5145.3794
1743,4911.5217
1744,5955.2191
1745,6667.5317
1746,5190.6249
1747,4505.2045
1748,5203.391
1749,4530.6397
1750,5123.0297
1751,5371.9735
1752,4997.3156
1753,5339.8066
1754,5182.0145
1755,6381.3548
1756,7516.7586
1757,7692.9549
1758,6588.8381
1759,5848.47
1760,4176.3216
1761,5543.1316
1762,5904.672
1763,4803.8891
1764,5179.7358
1765,6564.9014
1766,6391.709
1767,7515.1781
1768,8377.2795
1769,6939.8869
1770,8093.4249
1771,9283.5451
1772,7580.5912
1773,8684.4129
1774,8239.9016
1775,7245.1861
1776,9031.3624
1777,10224.852
1778,9175.177
1779,10535.8426
1780,11063.9954
1781,9978.5589
1782,9895.7466
1783,10840.1921
1784,11004.5064
1785,9730.4834
1786,9954.4258
1787,9787.0802
1788,8773.9014
1789,11317.6208
1790,11463.3697
1791,8905.1421
1792,10474.9114
1793,10043.0329
1794,8482.7658
1795,10302.7451
1796,10147.5835
1797,9497.5252
1798,10779.8336
1799,11235.4853
1800,10083.0501
1801,10795.9127
1802,12500.2786
1803,10802.3918
1804,11010.8492
1805,13100.7653
1806,12120.1144
1807,11033.8085
1808,11185.7817
1809,7125.0629
1810,4376.9708
1811,5544.8202
1812,6236.7475
1813,4159.8376
1814,5583.0718
1815,6339.3074
1816,5219.7091
1817,5070.5951
1818,5979.2231
1819,6034.9117
1820,5291.3994
1821,5550.2427
1822,4958.8827
1823,4882.6013
1824,6175.9889
1825,5875.6613
1826,4747.1836
1827,5664.8668
1828,5966.5117
1829,4825.3173
1830,5833.6237
1831,5517.4839
1832,4232.2131
1833,5658.6766
1834,5577.0166
1835,3925.4548
1836,5483.8669
1837,5541.2157
1838,3807.2799
1839,5100.2139
1840,5852.9832
1841,4785.1709
1842,5450.3919
1843,6369.5079
1844,4862.3396
1845,6833.3008
1846,5973.5715
1847,4268.2635
1848,6102.5585
1849,6128.0744
1850,5948.5047
1851,8378.1555
1852,7168.3341
1853,3995.3362
1854,5578.2604
1855,5855.6383
1856,4049.554
1857,5531.7164
1858,5550.78
1859,4141.0
1860,5383.5346
1861,5457.6205
1862,4180.6209
1863,5679.3957
1864,5381.0289
1865,4941.462
1866,5624.3241
1867,5557.5502
1868,4971.8561
1869,5622.8137
1870,5757.5736
1871,5498.4093
1872,5705.5868
1873,5251.2019
1874,4201.0941
1875,4712.1496
1876,5051.1339
1877,5121.7638
1878,4334.8379
1879,4719.2363
1880,4301.4309
1881,4844.0094
1882,4643.1357
1883,4344.4487
1884,6487.2493
1885,6660.0691
1886,6042.6135
1887,5381.3226
1888,5961.8796
1889,5962.4444
1890,5470.6305
1891,5002.1517
1892,4584.8372
1893,5480.0904
1894,5113.9576
1895,5127.0896
1896,4464.9147
1897,4904.6537
1898,4830.6319
1899,4823.7388
1900,4369.8211
1901,4155.1672
1902,4751.4015
1903,4964.0651
1904,5172.9755
1905,5118.959
1906,7350.0725
1907,7418.2354
1908,7306.9304
1909,7348.3156
1910,7285.9045
1911,5994.0648
1912,4609.0838
1913,4876.4404
1914,4802.859
1915,4945.9483
1916,4512.7323
1917,4265.3223
1918,4141.9607
1919,3834.007
1920,4727.7484
1921,4298.9905
1922,4488.9051
1923,4415.3868
1924,4752.6355
1925,4947.4867
1926,4717.1581
1927,4598.6735
1928,2940.4837
1929,4881.2384
1930,4260.2105
1931,4567.8934
1932,4097.043
1933,4351.2337
1934,4994.5929
1935,5430.2146
1936,4460.0511
1937,5332.9858
1938,5496.5649
1939,4347.6161
1940,4801.3766
1941,4550.8391
1942,3262.9889
1943,3813.9214
1944,3710.2246
1945,3782.9112
1946,3535.329
1947,4012.6784
1948,4300.7673
1949,3879.7175
1950,4792.6242
1951,3698.752
1952,3919.2584
1953,3811.8382
1954,3899.8703
1955,3561.2222
1956,3667.4859
1957,3953.7562
1958,3461.7554
1959,4649.9147
1960,4073.9267
1961,4599.9919
1962,4241.9919
1963,4057.7723
1964,5848.077
1965,6027.6342
1966,6726.3114
1967,5743.1287
1968,5799.4713
1969,5144.1344
1970,5789.6048
1971,5958.2724
1972,5852.5834
1973,6148.7194
1974,5783.2399
1975,6538.8138
1976,6356.6117
1977,6198.2953
1978,5257.0091
1979,5469.5162
1980,5524.0724
1981,5457.8697
1982,6009.0812
1983,5472.0079
1984,5966.4211
1985,6329.0025
1986,6107.4158
1987,5059.0899
1988,5956.0284
1989,5837.3451
1990,5359.5252
1991,5202.3565
1992,4857.0429
1993,5165.1781
1994,4950.5409
1995,5629.1534
1996,4222.6441
1997,3785.7469
1998,3868.4262
1999,3460.1397
2000,4877.7272
2001,5834.9295
2002,5384.9159
2003,5047.4447
2004,5330.178
2005,5347.2589
2006,5705.7645
2007,4620.2254
2008,5188.6579
2009,5778.2414
2010,4616.3726
2011,4893.1439
2012,4822.8715
2013,5037.2874
2014,4356.3923
2015,4215.7166
2016,4709.8114
2017,4930.4826
2018,5178.8126
2019,4266.4782
2020,4593.9242
2021,5191.1342
2022,5097.5107
2023,4175.7013
2024,4373.7597
2025,5112.7662
2026,5059.5012
2027,5218.2031
2028,5080.0535
2029,5211.5434
2030,5462.4813
2031,6234.8662
2032,4458.8235
2033,4803.9976
2034,5091.1872
2035,5779.2333
2036,5290.6748
2037,4071.5814
2038,4696.7125
2039,5162.1797
2040,5125.0565
2041,4278.9815
2042,4780.7454
2043,4982.9421
2044,5014.3044
2045,5863.7941
2046,4372.0365
2047,4532.238
2048,4894.9337
2049,5571.571
2050,4382.6236
2051,4421.3743
2052,4903.8559
2053,5808.8296
2054,4612.6159
2055,4687.7396
2056,4794.2271
2057,4782.4672
2058,5066.3755
2059,4756.372
2060,4812.0767
2061,4994.5117
2062,5249.5671
2063,4806.2525
2064,5167.4479
2065,4609.0548
2066,5421.9928
2067,5715.9197
2068,5368.4649
2069,4947.6869
2070,4406.3081
2071,4894.9444
2072,5149.106
2073,5334.2367
2074,5024.6593
2075,8319.166
2076,10709.0006
2077,5924.5311
2078,5165.0387
2079,6569.6986
2080,9368.3151
2081,11080.5341
2082,13606.0969
2083,11759.3592
2084,11443.6585
2085,10935.0147
2086,12210.0795
2087,11202.57
2088,11140.7387
2089,11097.7997
2090,11287.7176
2091,11325.6627
2092,11449.0895
2093,13115.0654
2094,16280.7488
2095,15071.1406
2096,14910.7843
2097,14292.8676
2098,13849.6109
2099,17198.1916
2100,17363.921
2101,14825.2561
2102,13804.2426
2103,14076.0132
2104,9963.3637
2105,12568.5321
2106,13688.0065
2107,14168.1406
2108,10441.1619
2109,13260.5685
2110,11348.8881
2111,12074.1106
2112,14707.2129
2113,13575.3016
2114,11216.3361
2115,8338.8753
2116,7333.9925
2117,8049.2294
2118,8493.4157
2119,8795.125
2120,7479.4051
2121,8261.3686
2122,8432.9882
2123,8315.5846
2124,7701.2126
2125,8082.15
2126,8468.391
2127,8024.8188
2128,7500.1347
2129,7359.9148
2130,7882.9197
2131,8360.0849
2132,7110.7563
2133,6489.959
2134,7519.4639
2135,8248.1891
2136,8016.9733
2137,7624.3511
2138,8214.5459
2139,7675.9902
2140,7435.7616
2141,7571.1269
2142,6468.0209
2143,7408.9251
2144,7647.9119
2145,7681.9481
2146,6747.5493
2147,7832.9853
2148,8211.5426
2149,6539.4427
2150,8228.5256
2151,8276.9874
2152,6366.9535
2153,7495.0033
2154,7358.1254
2155,8092.7979
2156,7033.5273
2157,7373.2133
2158,7629.1887
2159,8101.1564
2160,7590.4006
2161,7196.0356
2162,7523.3697
2163,8023.6934
2164,8154.3155
2165,5379.9237
2166,4602.7118
2167,7931.3272
2168,9191.8522
2169,8615.2314
2170,6247.3879
2171,6545.4755
2172,7653.4876
2173,8930.446
2174,6700.7614
2175,7002.3618
2176,8395.9096
2177,8262.4619
2178,7729.1786
2179,6723.6307
2180,7730.3552
2181,7968.0363
2182,6913.306
2183,6958.9817
2184,5726.4221
2185,6477.0353
2186,6757.0411
2187,7318.0901
2188,8105.5623
2189,9848.7426
2190,10637.142
2191,8936.639
2192,9084.9383
2193,9524.9091
2194,9913.4843
2195,9300.508
2196,9235.126
2197,9063.4899
2198,9762.103
2199,10366.003
2200,9514.0505
2201,8857.595
2202,7646.545
2203,6050.8639
2204,7035.9837
2205,7522.1203
2206,6300.2776
2207,6944.1706
2208,8074.8052
2209,8032.0785
2210,8146.9062
2211,8125.0817
2212,8837.698
2213,8791.4535
2214,8995.7699
2215,8458.8339
2216,9217.7405
2217,9946.4284
2218,9994.0664
2219,12798.6382
2220,12935.122
2221,13082.1058
2222,9900.2543
2223,9244.4145
2224,8846.1706
2225,12296.0672
2226,14329.3089
2227,14373.3037
2228,13440.1623
2229,13359.6596
2230,15575.6125
2231,15386.0287
2232,16814.1259
2233,11853.5906
2234,15810.4591
2235,16864.4507
2236,15690.1206
2237,14820.9646
2238,15262.4324
2239,13918.4123
2240,11472.1606
2241,10374.6644
2242,10339.4773
2243,8760.4549
2244,7773.899
2245,8838.8226
2246,9271.1529
2247,9535.5192
2248,9257.7027
2249,8473.7889
2250,8561.1386
2251,8487.8583
2252,7577.1802
2253,6669.5256
2254,8766.6456
2255,14021.811
2256,13556.4616
2257,9371.7755
2258,7995.9287
2259,8129.0352
2260,7700.7774
2261,7416.2809
2262,7544.5294
2263,7994.6933
2264,9512.1546
2265,8025.701
2266,5923.0364
2267,5429.4354
2268,5749.6512
2269,5475.6181
2270,5658.4801
2271,5262.8046
2272,4360.5231
2273,5583.2393
2274,5370.7468
2275,5551.4051
2276,5139.1317
2277,5628.8254
2278,6026.9522
2279,5139.6669
2280,5625.6458
2281,6316.9797
2282,4876.9498
2283,5378.6751
2284,6091.2492
2285,4758.5104
2286,5117.8263
2287,5354.8197
2288,5078.1626
2289,4667.7232
2290,4864.2866
2291,5315.8079
2292,5069.8462
2293,3402.7168
2294,3495.9794
2295,3992.6373
2296,4087.3547
2297,3902.5239
2298,3500.0037
2299,4166.6529
2300,5011.341
2301,4768.7707
2302,3239.2649
2303,4174.2367
2304,4510.779
2305,4812.2333
2306,3652.6268
2307,4253.2541
2308,4427.7729
2309,4241.2093
2310,3801.7216
2311,4334.7346
2312,7593.9955
2313,8143.5514
2314,8556.9466
2315,9455.8333
2316,9535.8689
2317,10415.2322
2318,11354.8281
2319,10771.3449
2320,9552.9496
2321,9427.0495
2322,9058.903
2323,9380.9309
2324,9333.9876
2325,10372.6701
2326,9630.3117
2327,9877.8423
2328,9831.4975
2329,9830.5238
2330,9891.9967
2331,10791.7627
2332,11160.8193
2333,10614.9175
2334,10872.2887
2335,11161.497
2336,11907.444
2337,9727.6622
2338,9636.2155
2339,9161.5369
2340,8998.5959
2341,8587.3301
2342,8333.3353
2343,9061.1286
2344,9269.4806
2345,11024.6573
2346,12947.8593
2347,11095.8201
2348,10740.0393
2349,11519.4009
2350,10872.007
2351,11062.7842
2352,10663.9486
2353,10674.0249
2354,11019.3073
2355,10823.8289
2356,9784.0526
2357,9146.3376
2358,10318.2227
2359,11577.1098
2360,10575.3166
2361,10164.5833
2362,10826.821
2363,11335.1093
2364,11615.0744
2365,11058.6041
2366,10706.3455
2367,10966.804
2368,10472.8332
2369,10605.511
2370,9490.249
2371,9476.3811
2372,9049.6651
2373,9009.2686
2374,8320.7638
2375,8134.6352
2376,8760.524
2377,9075.8327
2378,8611.0991
2379,7755.7125
2380,8081.9722
2381,8520.0617
2382,8683.6506
2383,8264.2197
2384,7826.2692
2385,8824.7436
2386,9238.2343
2387,9425.008
2388,8420.2345
2389,7974.2572
2390,9197.7572
2391,9620.1167
2392,9050.9217
2393,8149.8247
2394,8319.5316
2395,9278.0781
2396,9265.6578
2397,8983.485
2398,7930.7474
2399,8325.5638
2400,8746.0157
2401,9204.0811
2402,8635.6671
2403,8087.4528
2404,8771.4935
2405,8863.8955
2406,8969.471
2407,8650.6764
2408,9083.7838
2409,8374.6718
2410,9077.3499
2411,8251.0396
2412,8211.3155
2413,9467.9293
2414,9901.9669
2415,8775.9429
2416,9673.9332
2417,10125.9022
2418,8415.0621
2419,9525.1793
2420,10174.0772
2421,8590.6022
2422,9572.5922
2423,10070.2163
2424,8877.0711
2425,9662.9179
2426,9656.5477
2427,8435.4064
2428,8720.6722
2429,8566.5101
2430,7888.0427
2431,8210.4787
2432,8431.0136
2433,6717.429
2434,7990.7089
2435,9185.0562
2436,7584.1007
2437,9628.1921
2438,9782.8813
2439,6587.1162
2440,7254.9382
2441,7668.9678
2442,5634.7992
2443,6344.901
2444,7051.1078
2445,5111.6929
2446,6332.4675
2447,6674.756
2448,5002.36
2449,8024.1457
2450,8767.5387
2451,7655.4675
2452,9256.3844
2453,8952.4649
2454,7341.8954
2455,8517.6132
2456,9233.915
2457,7199.2894
2458,9000.2941
2459,9400.2402
2460,7539.0601
2461,7102.8187
2462,5670.564
2463,3548.6473
2464,5069.8637
2465,5466.0369
2466,3551.5667
2467,4806.1711
2468,5582.3053
2469,3645.1923
2470,4921.573
2471,5151.1571
2472,6567.6416
2473,9434.4187
2474,9860.7339
2475,8560.3021
2476,8844.0712
2477,7698.0916
2478,6163.4086
2479,8714.908
2480,9434.2936
2481,7787.3952
2482,9267.6566
2483,9681.714
2484,8025.8224
2485,9115.1495
2486,9087.7691
2487,7188.012
2488,8443.5057
2489,9679.0431
2490,8154.0926
2491,8831.8016
2492,9360.144
2493,7368.575
2494,8600.4319
2495,9671.0247
2496,8122.3449
2497,8443.9877
2498,9209.5479
2499,8698.9775
2500,7936.7397
2501,5719.1502
2502,4559.5825
2503,4239.3865
2504,9036.2284
2505,9148.0454
2506,8620.6165
2507,9713.3423
2508,8823.9971
2509,8715.6759
2510,9008.5956
2511,5344.7758
2512,7750.365
2513,9452.0768
2514,7624.4842
2515,4952.9992
2516,5739.7359
2517,7314.5353
2518,8237.1522
2519,9430.4158
2520,8986.018
2521,7787.5779
2522,9037.5577
2523,7491.9093
2524,8915.4082
2525,7618.7986
2526,5204.9731
2527,4411.9463
2528,8731.5146
2529,9102.1502
2530,8214.7652
2531,9761.6343
2532,9658.7314
2533,8315.8816
2534,9625.4405
2535,7011.5716
2536,4409.456
2537,5567.0285
2538,6061.7887
2539,4459.1383
2540,5933.8442
2541,6032.8053
2542,4646.7999
2543,6780.7847
2544,9762.503
2545,8741.016
2546,9404.1002
2547,10254.4264
2548,9320.7766
2549,8555.1551
2550,9883.699
2551,8112.7491
2552,7262.6617
2553,8442.3338
2554,8941.9997
2555,7913.5017
2556,7624.1444
2557,9240.7414
2558,8755.9926
2559,7524.2802
2560,8402.2123
2561,9136.861
2562,7706.885
2563,8354.1098
2564,9798.3392
2565,9366.7299
2566,8450.6402
2567,6763.9607
2568,4459.4354
2569,4091.2342
2570,3919.3338
2571,3911.6849
2572,3543.921
2573,3495.087
2574,3991.9504
2575,4080.3307
2576,3755.6322
2577,3394.3222
2578,4217.7587
2579,4277.4581
2580,7635.1951
2581,8487.3996
2582,8148.6234
2583,7715.7365
2584,7758.1043
2585,7340.7281
2586,8423.4267
2587,8260.4536
2588,8769.0186
2589,7590.8019
2590,7696.942
2591,8291.5116
2592,8700.6851
2593,8170.323
2594,7299.8863
2595,7714.8759
2596,7126.3729
2597,7042.8577
2598,5860.8057
2599,6959.6996
2600,7429.4974
2601,7264.9371
2602,6624.8502
2603,7253.1604
2604,7663.8569
2605,7909.6446
2606,7445.4876
2607,7942.8211
2608,8103.0576
2609,7809.921
2610,8318.5886
2611,7339.0167
2612,8614.5791
2613,8871.9323
2614,8372.5499
2615,8136.1494
2616,8304.8527
2617,7356.2005
2618,4165.5263
2619,3149.6971
2620,3900.0584
2621,8794.687
2622,8598.9464
2623,8741.1285
2624,8959.1019
2625,8402.6226
2626,7333.4815
2627,6079.2466
2628,5465.679
2629,3651.2066
2630,3252.2999
2631,3421.2689
2632,3015.72
2633,2979.0419
2634,3568.3384
2635,3756.2856
2636,3596.5428
2637,2758.4552
2638,3381.194
2639,3767.6711
2640,3650.8101
2641,3008.9251
2642,4248.4919
2643,7503.7307
2644,7651.1721
2645,9001.2596
2646,8060.0762
2647,7971.8358
2648,8636.3213
2649,7886.8855
2650,7490.6737
2651,7201.141
2652,7266.1255
2653,7556.1838
2654,7957.1869
2655,7166.1614
2656,7240.6981
2657,7745.126
2658,7131.8992
2659,6533.9826
2660,6842.5592
2661,7162.9266
2662,6709.456
2663,6537.745
2664,6504.2007
2665,6798.5737
2666,6544.4477
2667,6180.7074
2668,7949.3185
2669,7300.3347
2670,7152.2992
2671,7094.4505
2672,8273.1277
2673,8147.9158
2674,7868.5293
2675,7747.2172
2676,7285.1194
2677,7391.5494
2678,7684.3484
2679,8110.562
2680,7435.1565
2681,8863.3121
2682,9120.6722
2683,10280.5998
2684,10018.0394
2685,10333.2152
2686,7643.5157
2687,4916.2174
2688,4036.6161
2689,4597.428
2690,4949.1275
2691,4876.092
2692,3700.2691
2693,3431.0196
2694,3931.8846
2695,4790.7662
2696,5289.3053
2697,4472.5434
2698,4451.8601
2699,4414.448
2700,4504.5147
2701,3755.3562
2702,3605.1747
2703,4059.0034
2704,4562.7419
2705,4500.1473
2706,3721.7921
2707,4438.1038
2708,4542.6598
2709,5164.4107
2710,4031.3049
2711,4220.8129
2712,4250.1169
2713,4158.0362
2714,3971.9923
2715,3805.7223
2716,4063.2942
2717,4805.4467
2718,4421.5798
2719,4096.9286
2720,4196.9685
2721,4263.3213
2722,4371.4638
2723,3928.9214
2724,3681.2883
2725,4366.0873
2726,4499.986
2727,4198.3287
2728,4118.6954
2729,4264.2812
2730,4707.4875
2731,4618.9757
2732,4325.0463
2733,3892.9191
2734,4390.3403
2735,5307.3093
2736,4319.3484
2737,3873.0829
2738,3982.9112
2739,4375.6554
2740,4232.9849
2741,4127.4751
2742,3981.17
2743,4180.8181
2744,4720.8104
2745,4536.4762
2746,4490.407
2747,4361.0315
2748,4376.7344
2749,3972.1214
2750,5189.4886
2751,5377.5601
2752,5734.3982
2753,4619.5721
2754,4990.9933
2755,5602.0595
2756,5028.2721
2757,4403.6001
2758,4712.6907
2759,4379.5244
2760,4276.7087
2761,5551.3617
2762,4387.9756
2763,4313.1705
2764,4982.3644
2765,7401.4931
2766,5078.3244
2767,3963.0614
2768,4042.7323
2769,4778.5265
2770,4984.6074
2771,5632.1139
2772,5375.4895
2773,5617.5425
2774,5393.4357
2775,4662.9443
2776,4833.3551
2777,5252.4837
2778,5427.7861
2779,4524.1679
2780,4379.4732
2781,4411.023
2782,4505.7992
2783,3915.0526
2784,3839.6618
2785,3696.4848
2786,3732.4992
2787,3713.9482
2788,3455.3328
2789,3734.7961
2790,3719.7855
2791,3756.8605
2792,3229.7509
2793,3273.1503
2794,3787.9854
2795,4328.1381
2796,3786.435
2797,4660.5473
2798,4597.544
2799,3595.3797
2800,4364.1718
2801,4319.503
2802,3578.4652
2803,4520.7994
2804,4327.1514
2805,3760.1432
2806,3791.4268
2807,3675.8443
2808,3601.1519
2809,2750.6292
2810,3287.8871
2811,3489.7657
2812,3423.4203
2813,3534.2444
2814,3133.0995
2815,3497.9079
2816,3976.442
2817,3513.4105
2818,3237.5868
2819,3799.85
2820,3590.3161
2821,3744.2284
2822,3158.0182
2823,3767.419
2824,4066.239
2825,4517.4369
2826,4089.2946
2827,4117.2978
2828,4097.467
2829,3605.6136
2830,3069.8466
2831,3172.549
2832,3632.4899
2833,3787.5645
2834,3604.8271
2835,3684.8113
2836,3501.9964
2837,3527.3506
2838,3679.6481
2839,3489.8067
2840,5170.6373
2841,4620.1184
2842,3842.4684
2843,3828.0032
2844,3361.2936
2845,4008.1077
2846,3866.6471
2847,3806.0229
2848,3123.7632
2849,3764.9597
2850,4123.7736
2851,4065.662
2852,3314.5337
2853,3426.7093
2854,3652.5494
2855,4391.3191
2856,3789.2896
2857,4206.9693
2858,4050.2542
2859,4452.746
2860,3728.3722
2861,3402.6911
2862,3761.9702
2863,3558.3136
2864,3334.2313
2865,3460.0939
2866,3711.4856
2867,4086.6763
2868,3877.4619
2869,3134.3221
2870,3577.3047
2871,4577.6569
2872,4044.2733
2873,3280.3762
2874,3640.109
2875,4139.1764
2876,4271.0629
2877,2920.8277
2878,3195.8776
2879,3603.0182
2880,3655.8879
2881,3386.8487
2882,3117.4073
2883,3585.7344
2884,3659.2399
2885,3914.7623
2886,3737.0924
2887,3858.1161
2888,3675.2509
2889,3608.3096
2890,3245.0357
2891,4122.077
2892,4208.3441
2893,4691.3291
2894,3625.7392
2895,3689.5911
2896,3728.8006
2897,4083.4659
2898,3638.7668
2899,5083.3366
2900,4016.1096
2901,3899.8408
2902,5190.3947
2903,7239.3631
2904,8047.0609
2905,8072.665
2906,7984.491
2907,7386.9638
2908,7835.7002
2909,6275.4246
2910,4355.3069
2911,3384.3304
2912,4792.3635
2913,4665.8212
2914,3940.777
2915,3370.9922
2916,3531.1326
2917,3653.2835
2918,3858.7524
2919,3819.7774
2920,3270.7812
2921,4200.0725
2922,3945.3074
2923,4333.8614
2924,3579.681
2925,4326.7143
2926,4041.8225
2927,3548.5601
2928,3623.6225
2929,4220.7483
2930,4288.5501
2931,4290.6106
2932,3335.1721
2933,3947.975
2934,4038.6594
2935,4123.0274
2936,3235.2143
2937,3531.7047
2938,3949.9428
2939,4271.4693
2940,3740.2185
2941,3780.1761
2942,4181.4853
2943,3989.8623
2944,4105.933
2945,4369.1384
2946,5461.8975
2947,4395.3977
2948,3995.1814
2949,4915.5251
2950,4338.2001
2951,3853.6528
2952,4608.2513
2953,3856.3679
2954,5299.7332
2955,5163.4075
2956,4533.9343
2957,5062.5708
2958,4416.8099
2959,4633.0981
2960,4120.0921
2961,3821.2971
2962,4176.9821
2963,4039.3635
2964,3746.1271
2965,3853.9995
2966,4405.4336
2967,4745.0343
2968,4953.3098
2969,5362.5816
2970,4471.1415
2971,5412.1385
2972,5208.1094
2973,3732.6632
2974,4427.3547
2975,4303.511
2976,4158.4358
2977,3453.7746
2978,3770.2368
2979,5203.8893
2980,5112.8581
2981,4455.287
2982,3301.0372
2983,3402.3678
2984,3676.6269
2985,3554.1221
2986,3525.2564
2987,3815.3377
2988,5197.4849
2989,5714.1677
2990,3523.7825
2991,3541.8837
2992,3896.1794
2993,3736.9366
2994,3518.4109
2995,3840.662
2996,4358.6535
2997,4028.6978
2998,3914.5554
2999,3592.0784
3000,4532.9654
3001,5457.1084
3002,4750.8042
3003,3552.6504
3004,3555.6961
3005,6922.5224
3006,15314.815
3007,16043.0033
3008,12495.1679
3009,15318.258
3010,10297.4887
3011,4306.9121
3012,2931.7092
3013,3348.6493
3014,3565.0439
3015,3305.0299
3016,3033.3537
3017,3181.1616
3018,3465.3723
3019,3607.3849
3020,3197.056
3021,4266.329
3022,4139.0212
3023,4198.3783
3024,3768.0659
3025,4448.873
3026,4672.6564
3027,5191.2348
3028,3657.4336
3029,3465.914
3030,4019.768
3031,4050.9599
3032,4300.33
3033,5256.0286
3034,3975.0838
3035,4474.7356
3036,3725.8108
3037,3188.5601
3038,3604.6394
3039,3704.6081
3040,3804.0555
3041,3428.4325
3042,3561.7372
3043,4039.4398
3044,4352.3928
3045,3635.5333
3046,3055.4154
3047,3387.5304
3048,3690.4932
3049,3447.5286
3050,3416.2376
3051,3672.5054
3052,3696.628
3053,3730.7393
3054,3650.6095
3055,4427.2865
3056,4118.0195
3057,4053.6149
3058,3649.8596
3059,4521.123
3060,4209.4817
3061,4499.4245
3062,3541.0243
3063,3637.0232
3064,4425.0404
3065,6187.3262
3066,7317.1834
3067,6131.0089
3068,10317.7089
3069,5552.0732
3070,4526.1833
3071,6427.0403
3072,4557.6506
3073,4079.0118
3074,4278.2907
3075,4555.5247
3076,5582.8035
3077,5323.3238
3078,5521.6015
3079,4501.3389
3080,4015.2267
3081,4399.6329
3082,4747.6214
3083,4477.8561
3084,4216.2332
3085,4432.8189
3086,4596.0914
3087,3880.5419
3088,3821.0738
3089,3617.7321
3090,4230.812
3091,4588.1041
3092,4497.1238
3093,4198.9873
3094,4628.2571
3095,4915.7608
3096,4380.5866
3097,4467.6188
3098,5261.2542
3099,4554.1129
3100,5432.6846
3101,5586.1434
3102,4796.1127
3103,4943.359
3104,5364.0231
3105,4207.8287
3106,4084.4459
3107,3809.7935
3108,4018.7502
3109,3284.5079
3110,3300.0336
3111,3599.8547
3112,3839.3507
3113,3759.6239
3114,3601.6825
3115,4044.6879
3116,3971.3723
3117,3286.9881
3118,3290.859
3119,3633.4071
3120,3598.9729
3121,3229.6167
3122,3070.9336
3123,3280.5469
3124,4735.1006
3125,6650.5465
3126,6049.8118
3127,4290.8024
3128,4065.7685
3129,4192.1571
3130,3910.6963
3131,6243.0772
3132,5108.7278
3133,4946.442
3134,4502.7038
3135,3786.7014
3136,3804.7368
3137,4152.1285
3138,12711.0776
3139,16088.5009
3140,14458.9533
3141,14887.8457
3142,11647.4495
3143,4763.5761
3144,3799.1466
3145,4255.3874
3146,4022.1563
3147,4016.1679
3148,3534.4725
3149,3925.9331
3150,4388.1583
3151,3909.4933
3152,3285.1142
3153,3864.0394
3154,4177.7513
3155,3879.7374
3156,3764.0254
3157,3985.491
3158,4056.1065
3159,3982.6769
3160,3531.0583
3161,3302.7582
3162,3601.601
3163,3506.1985
3164,3425.3408
3165,3724.3909
3166,4068.2413
3167,3929.4644
3168,3227.5928
3169,3127.462
3170,3233.6419
3171,4064.7021
3172,4030.3844
3173,3929.2436
3174,3590.69
3175,3755.7387
3176,3266.2209
3177,3353.6866
3178,3146.1042
3179,3260.1272
3180,2908.4792
3181,3096.196
3182,2804.7587
3183,3096.9624
3184,2858.5156
3185,4714.8457
3186,3969.1148
3187,3606.2871
3188,3399.1581
3189,3411.1392
3190,3401.1929
3191,2976.9679
3192,3601.2672
3193,3347.4553
3194,3730.6311
3195,3564.4299
3196,3744.3628
3197,3535.2832
3198,3457.7154
3199,3475.213
3200,3929.6664
3201,4246.7471
3202,4148.4467
3203,4991.1285
3204,6634.5186
3205,7653.0435
3206,6977.7578
3207,6041.8784
3208,6792.7055
3209,6582.4754
3210,5539.5759
3211,5303.657
3212,4391.3578
3213,3403.3
3214,5003.9664
3215,3541.2017
3216,4075.6912
3217,3937.2776
3218,3644.4119
3219,2987.5273
3220,3348.3504
3221,3655.0915
3222,3432.1527
3223,3680.8449
3224,3914.2723
3225,3576.298
3226,3606.5299
3227,3557.3197
3228,3158.5948
3229,3611.8835
3230,3562.5181
3231,3818.2377
3232,3336.2493
3233,4118.7973
3234,4174.2841
3235,3829.2149
3236,3481.7728
3237,3785.6691
3238,3871.7268
3239,4539.7616
3240,4127.7356
3241,4815.0261
3242,3927.7512
3243,3623.3689
3244,4681.0984
3245,4001.2912
3246,4238.8372
3247,4452.1389
3248,4128.3409
3249,3673.1912
3250,4014.0311
3251,3976.1382
3252,4470.0353
3253,3585.453
3254,3950.7106
3255,4176.0426
3256,7128.1576
